,formal,informal,score
913,That reminds me of an old Beatles song .,Reminds me of an old Beatles song,0.0
914,I think it is purple and music .,Purple and Music I think are 2!,0.033031643180138064
915,He is crawling around with no relation .,he's crawling around with no feets!!!,0.0
916,The movie is double to double .,and the movie is double teamed.,0.0
917,He does not take anything from anyone .,"i am with a gentleman, but he doesn't take crap from anyone.",0.020255986027125642
918,Why am he not in jail ?,and why aint he in jail,0.0
919,He stood on a block of ice !,"grrrrr  lol yes, he stood on a block of ice!",0.021105340631872645
920,"The Wicked first came in the theater in 1978 in the movie "" Batman # 1 . """,the joker first appeared in comics in 1940 in batman #1,0.0
921,I believe it is sung in French .,btw... i do believe it's sung in french.,0.02777619034011792
922,I cannot wait to ask my husband .,Can't wait to ask my husband!!,0.0
923,The other thing you look for is ( does he have very good feed back .,the other thing you look for is (does he have very good feed back).,0.0
924,"I like metal , techno rap , and rock , like Linkin Park .","RAP..4everrr..  .. also i like metal, & rap/rock.. like Linkin park.. but plain rock SUCKS..",0.013217947626377298
925,I do not know .,"Oh, I don't know, says the guy.",0.033031643180138064
926,You have to listen to the song .,you have to really listen to the song.,0.0
927,A girl has a chicken and went to the theme with it .,a girl owns a chicken and goes to the rollercoaster with it.,0.017033186037639283
928,I do not know what you are talking about .,i don't no what r u talking about.,0.03655552228545124
929,She is not a very good singer .,"and she's not a very good singer, either!",0.02777619034011792
930,"It is Maya , hands down , and down to earth .","Maya, hands down--she's sarcastic and down to earth.",0.0
931,I just told you what it was .,I just told ya what it was.,0.033031643180138064
932,"There is one in the movie "" Top .",There is one ZZ in ZZ Top.,0.0
933,Chuck Norris is a horror movie .,Any movie Chuck Norris is in is a horror movie!,0.021105340631872645
934,I hope not because that looks scary .,i hope not cuz that looking freakin scary as sh*t,0.0
935,Why post an old joke like that ?,why post an old joke like that?,0.0
936,"They did not do anything with it , but perhaps it is a future plot .","they didnt do anything with it though, maybe its a future storyline.",0.017033186037639283
937,It is a very good movie .,INDEPEDENCE DAY... a little more sci fi but can be considered a disaster movie?,0.01428363257865929
938,No one has to worry about the chicken .,and no one ever had to worry about the god damn chicken ever again!,0.0
939,I found him a cane with a bicycle horn compliments that he thought it was hilarious .,"), gave him a cane with a bicycle horn attached to it... he thought it was hysterical.",0.011502783619900045
940,I think more people listen to rap music .,I think more people listen to rap nowadays.,0.02777619034011792
941,"A small amount of joy , such as a psychic , and that counts !","a little lovin', a box-o-wine, and that man-o-mine!",0.02777619034011792
942,I had that dream when I was ten and I still remember it .,I had that dream when I was like ten and I still remember it.,0.01428363257865929
943,You have already seen a Star Wars name .,you fool you already have a Star Wars name!,0.023980296761827107
944,She is pretty and has good music . I have all her and Destiny Destiny Child CD .,"SHE'S PRETTY AND HAS GOOD MUSIC, IM A MUSIC FREAK I HAVE ALL HER AND DESTINY'S CHILD CD'S!",0.010802314890908065
945,"Cry , Cry Baby by Janis Joplin .","Cry, Cry Baby By Janis Joplin",0.0
946,Is that going to occur after 300 years ?,ok so is tht going to happen after 4000 years?,0.0
947,I 'm looking for women to buy and look and look and view .,I AM LOOKING FOR FEMALE IMPERSONATORER CLOTHES TO BUY  AND TOO LOOK AND OR VEIW,0.013217947626377298
948,Check out this website ; they list a lot of television programs on DVD .,Hey check out this website they list alot of TV sitcoms on DVD,0.0
949,Your mother is so stupid she put a phone up her ass and thought she was making a booty call .,"Yo mama's so stupid, she put a phone up her ass and thought she was making a booty call.",0.010182425646195498
950,"I like two songs , but the rest sounds like feces .",I like maybe 2 songs but the rest sounds like poo.,0.018850319022747353
951,He 's just too cute and he is old . I have just liked older bald men .,"But he is just too cute, plus he's old, i've just always liked old bald men.",0.0
952,"It was not the most hilarious , but it was great !","It wasn't the most hilarious, but it was just great!",0.0
953,How many women played drums then ?,How many girls played drums then?,0.0
954,Chris is going all the way !,Chris is going all the way!!,0.0
955,I like his music as well .,and I like his music too.,0.040824829046386304
956,"Tell him that you think you are pregnant , but the kid is not his .",tell him u think ur pregnet but the kid is not his lol,0.01553712569276035
957,"I really enjoy the movie "" American Idiot Christmas "" .",national lampoons christmas vacation so funny.,0.0
958,"Just like in the new "" show Big Love .",Just like in the new HBO show Big Love,0.0
959,Flav is much older than her .,Flav is a LOT older than her.,0.033031643180138064
960,"Yes , I was good , but now I am evil .",yes i was good but now am evil,0.02777619034011792
961,Have you ever seen Father of the Bride with Steve Martin in it ?,Have you ever seen Father of the Bride with Steve Martin in it???,0.0
962,"It was sung by a girl , I need you more .",it was sung by a girl i need you more and more or something like that,0.014628063653657535
963,Metallica are some good .,wut r some good songs.no white songs like metallica.,0.023980296761827107
964,It had to be the Troggs .,it had to be the chickin.,0.0
965,I turned my ears away .,I turned my ears away !,0.040824829046386304
966,There is a list of my favorites .,Beasty boys..haha.. seriously..umm..bone thugs and harmony,0.0
967,"It is not that they are very annoying , and do they suck .",It's not that they are embarrassing as much as they suck and oh do they suck.,0.0
968,If that applies is Nero then who is burner ?,if Geeta is Ram then who is RAM?,0.0
969,""" Ghost Mode "" "" from "" thinks he has a bit of evil in him .",ghost rider....he's from hell....i think he has a bit of evil in him,0.01553712569276035
970,"The blonde on the highway says , "" It 's blondes like you that make blondes like me look so stupid . ""","and the blonde on the highway says,  it's blondes like you that make blondes like me  look so stupid.",0.0
971,You have one and one / two bricks .,you have 1 and 1/2 bricks  1.5 * 1.5 = 2.25,0.0
972,I do not like that crazy guy who tried to frame Tony last night on Tuesday .,i swore i seen that crazy guy who tried to frame tony last night on NCIS.,0.012300686288463768
973,How do you get a Catholic girl pregnant ?,How do you get a Catholic girl pregnant ?,0.028517539529041507
974,"How many songs are , artists , and albums ?","How many songs, artists, and albums?",0.0
975,I can pick up with my toes and it really makes out my husband .,I can pick up things with my toes...it really grosses out my husband,0.01553712569276035
976,She is not the same anymore .,Shes definetly not the same anymore.,0.0
977,So I guess yours is not the only one .,so i guess yours is not the only one.,0.023980296761827107
978,I am asking because people act like they do not care about them anymore .,I'm just askin because people act like they don't even care about them anymore.,0.0
979,The year teller looks the same if you flip it down .,the year 1961 looks the same if you flip it upside down.,0.0
980,I want to know what people think because I know that way .,i want to know what people think because i sure feel that way :(,0.01428363257865929
981,"You decide , but I would say yes .","U decide, but i would say Yes",0.033031643180138064
982,What kind of question is that ?,what kind of question is that!,0.0
983,Can you be able to see him in that awful .,Can't you just see him in that awful green-striped rugby shirt?,0.0
984,A few weeks later they get a trail from him .,a few weeks later they get a postcard from him.,0.021105340631872645
985,"No , but my wife loves it .","no, but my wife loves it.",0.0
986,"If it is an old car then roll down the window , if not using the door .",(if its an old car then roll down the window) if not unlock the door,0.0
987,7th Heaven has younger children and problems and problems .,7th heaven has younger kids and problems and stuff like that.,0.0
988,She has become pretty pathetic .,She has become pretty pathetic and she's just....there.,0.0
989,I still drum on my crystal wheel and whatever else I can find .,I still drum on my steering wheel and whatever else I can find!,0.01553712569276035
990,"No , but Peter Gabriel was in advance .",no but peter gabriel was in genesis.,0.0
991,"Hey , please hit me up !",hey hey hey hit me up!,0.0
992,It happens naturally . Hey that has happened to me before .,"It just happens naturally, hey that has happened to me before...",0.0
993,Two muffins are in an oven .,2 muffins are baking in an oven.,0.0
994,It has vomited all over it .,"Eeew, it has drool all over it!",0.0
995,"It is a nice question , you can stop your own house .",Nice gnawing u  How do u stop burglers breakin in s ur house.,0.018476860420522198
996,How many hits she had ?,how many hits has she had.,0.0
997,I would have to say Will .,id have to say... WIll farrell.,0.0
998,I think he is sexy .,I think he's sexy as hell!!!,0.040824829046386304
999,"I love the hair metal , Motley Crue , Poison , Jaws Dolls , and etc .","Ahh I love the hair metal... Motley Crue, Poison, Cinderella, Faster Pussycat, Slaughter, etc.",0.01428363257865929
1000,My favorite classic is the Golden Girls .,"oh favorite classic is the golden girls, is that considered classic?.....",0.0
1001,"Yes , they knew with a doubt that you are asking a serious person .",yea they knew with out a doubt that you are a retarded moron with a serious LSD problem...,0.010802314890908065
1002,Everyone gets a chance to ride her .,Everyone gets a chance to ride her!,0.033031643180138064
1003,"At 60 , it 's funny , at 40 , but not so much .","at 60 its funny, at 80 not so much",0.0
1004,He is so easy to hate .,He is so easy to hate.,0.0
1005,I knew you would ask that !,I knew you would ask that!,0.040824829046386304
1006,I don 't think so because they weren those days and even now I don 't think so they have lost their fame .,ABBA of course...they ruled those days and even now i dont think so they have lost their popularity,0.010802314890908065
1007,I need help on this .,i need help on this reaserch project,0.033031643180138064
1008,I know how to read tabs .,(i know how to read tabs),0.0
1009,I am glad I have this to do .,so i am glad i have this to do.,0.023980296761827107
1010,"No , not if she fits or any of her family .","No, not if she survives, or any of her family.",0.0
1011,"Yes , I think that is her name , because she is a good student .",yes rudy ( i think thats her name )  cuz she is good student,0.01428363257865929
1012,"Yes , I love it because I 'm learning it to me to do .",YES I LOVE IT BECAUSE I AM DISABLED DUE TO MY CROHN;S DISEASE IT GIVES ME SOMETHING TO DO.,0.010182425646195498
1013,"I think she is adorable in that magazine , I am going to steal your man because I can steal your man .",I think she's adorable...in that trashy I'm gonna steal your man because I can...way.,0.01428363257865929
1014,I did not know they all existed .,i didn't even know they all existed.,0.033031643180138064
1015,"I do not know , but I want that two .","dont know but i want that 2, like off the end of the movie, try searching online",0.0
1016,He used to be a hard rocker man !,He used to be a hard rocker man!,0.02777619034011792
1017,She is just famous for her insurance money .,shes just famous for her familys money,0.0
1018,"I like Kirstie Alley , she is great , and does not give it anything about all that .","I like Kirstie Alley... she's good, she's cool and just doesn't give a s*it about all that.",0.013679192123121896
1019,"If she takes this seriously , I think she can go far .","(ur name) is REALLY good acting,if she takes this seriously i think she can go far!",0.012300686288463768
1020,Is there a good tool for burning songs ?,is ther  a goos tool for mixing songs ?,0.028517539529041507
1021,It would just be so wrong .,It would just be Oh so wrong!,0.0
1022,"She dies in episode 10,000 and the light it is so depressing .",She dies in episode 310 Losing the Light...it's so effin' sad!,0.0
1023,That was not a nice thing to do .,that wasn't a nice thing to do.,0.033031643180138064
1024,This riddle is old news .,dude this riddle is old news.,0.0
1025,"That said , Aerosmith , AC / DC , Van Halen , and Metallica have all done great stuff .","That said, Aerosmith, AC/DC, Van Halen, and Metallica have all done great stuff, too.",0.0
1026,"I do not care about the question , but you are so M","I DON'T CARE ABOUT THE QUESTION, BUT YOU ARE SO M~E~A~N!!!",0.018850319022747353
1027,"He is incredible , I mean like took my breath away kind of stuff .","He's just incredible, I mean like took my breath away kind of stuff.",0.01553712569276035
1028,I do not know why Hermione won 't stay with him .,He's soo hot i don't know why Hermione won't stay with him!,0.017033186037639283
1029,He just gave his opponent that do not mess with me .,He just gave his opponent that don't mess with me look and went at it.,0.0
1030,Any movie with Jim Carrey in it !,any movie with Jim Carrey in it!,0.0
1031,"It is better if you could sing that song "" Raise of her . """,guess it's better if you could sing that song infront of her......,0.0
1032,I throw cheese cheese dogs at my grandma all the time .,I throw chili cheese dogs at my grandma all the time,0.018850319022747353
1033,"I tried to like him , but I just cannot .","i tried to like him, but i just can't.",0.023980296761827107
1034,"Yes , I like their songs so much .",yes i like their songs so much,0.033031643180138064
1035,"A chicken , a Tomato , and a fraud .","a chicken,a hyena and a jackal",0.040824829046386304
1036,"The third one was good , but I felt it was too long .","the third one was also good, but i felt it was too long.",0.01553712569276035
1037,I would use the baseball beat to break the window .,i would use the baseball beat to break the window duhhhhhhhhh,0.018850319022747353
1038,"Of course , Queen Stabler and System of course .",queen amadala and anakin of course,0.0
1039,Pisces has the kind of drive that is compatible .,capricorn has the kind of drive that scorpio respects.,0.0
1040,"I enjoy their music , but I enjoy their music .",i like their music but WAY too many tatooes for me.,0.018850319022747353
1041,Do you mean gay ?,uh.... does gay still mean Happy ?,0.033031643180138064
1042,A teenager does not make a lesbian .,A tomboy does not a lesbian make.,0.039281465090051315
1043,"The movie is Monk , The Dukes of Narnia , Miami Simpsons .",Monk The Dukes of Hazzard Miami Vice Simpsons,0.0
1044,I enjoy almost all of them .,I like almost all rock though.,0.040824829046386304
1045,I was caught fire in your eyes .,the used's i caught fire(in your eyes),0.033031643180138064
1046,I know ways in which they could have made it much worse .,I know ways in which they could have made it much worse.,0.017033186037639283
1047,Just turn it on and off .,Just turn it on and off.,0.0
1048,""" stands 4 Linkin Park also .",LP stands 4 LINKIN PARK too...!,0.040824829046386304
1049,What do we have now ?,"Well, what the hell do we have now??",0.0
1050,"Two people do not complain about "" broken up with someone .",2. dont whine about beig broken up with someone,0.0
1051,Rock Metal is disgusting and has no rhythm .,Rock... modern rap is disgusting and has no rhythm.,0.0
1052,Can you just rhyme the words with themselves ?,Cant you just rhyme the words with themselves?,0.0
1053,"The parents stop , and his mother finally reached the amount around her .","THE PARENTS STOP AND HIS MOM QUICKLY DISMOUNTS, PULLING THE COVERS AROUND HER.",0.0
1054,Your mother is so stupid that it takes her two hours to watch 60 minutes .,Yo mama so stupid it takes her two hours to watch 60 Minutes.,0.0
1055,I have known people to pee in their pants .,I've known people to pee in thier pants!,0.0
1056,My aunt just sent me a CD with an amazing figure named Josh Groban .,My aunt just sent me a cd with an amazing tenor named Josh Groban.,0.01428363257865929
1057,You should try it back in and give it a try .,Screw it back in and give it a try.,0.023980296761827107
1058,They are everywhere everywhere .,They're all over the place there.,0.0
1059,You can see it 's breath and you can see it .,"icy blue,and u can see it's breath and it will have icicles on it's nose",0.013217947626377298
1060,"It 's just playing , but they are super .",lol just playin but they are super h-o-t,0.0
1061,I would take Magic over balloon .,I'd take magic over glow anyday!,0.0
1062,"Thanks , if anyone can help !",Thanks so much if anybody can help!,0.0
1063,"No , I think they are stupid .","no, i think they are stupid.",0.040824829046386304
1064,Good luck trying to steal my lock !,Good luck trying to hack my lock!,0.0
1065,Do you think three people in a band is a good amount ?,do u think 3 ppl in a band is a good amount??,0.020255986027125642
1066,Which kind of fish ?,salmon or some kind of fish?,0.0
1067,Now you can get some sleep .,now you can get some sleep..,0.0
1068,"Final Destination was good acting though , but I saw it still at the top of my list .",final destination was good (bad acting tho) but saw is still at the top of my list,0.0
1069,He is very funny and very sweet .,He's so funny and he seems so sweet.,0.0
1070,You will actually have an experience to back it up .,And you'll actually HAVE an experience to BACK IT UP!,0.0
1071,"I love Tyra , but I have to go with Angelina Jolie .",I love Tyra but I have to go with Angelina Jolie,0.018850319022747353
1072,"I have ever seen the best , but the best movie I have ever seen .",The Schindler's List ... the best movie i've ever seen ...,0.0
1073,"Your time , says the boy .","YOUR WASTING YOUR TIME, SAYS THE BOY.",0.0
1074,He will not say anything to the girl parrot .,he wont say anything to the girl parrot.,0.0
1075,"I just called "" "" Love You . "" """,'I just called to say 'I Love you'  is just great!,0.0
1076,Ask her out and treats her as a lady told her .,Ask her out and treat her like a lady...tell her she's the one you're dreaming of.,0.012300686288463768
1077,I would not throw my beer cheese dog at her and she is not going to beat me either .,I wouldn't throw my chili cheese dog at her and she isn't going to beat me either!!!,0.011502783619900045
1078,I am writing music with a happy tone .,"But because of her, I'm writing music with a happy tone!",0.018850319022747353
1079,"Tyra Banks , I would not know for sure because I have only seen Tyra Banks .",Tyra Banks I wouldnt know 4 sure because ive only seen Tyra Banks show,0.01428363257865929
1080,"Orlando Bloom , Chad M. Murray are both very sexy .",Orlando Bloom or Chad M Murray are both really sexy!,0.021105340631872645
1081,I believe that they are somewhat true .,i think they are somewhat true i believe in ruling planets alot!,0.017033186037639283
1082,"If I download any of the song , The Cure can 't sue me , right ?","So if I download any In Flames song, the RIAA cannot sue me, right?",0.01428363257865929
1083,"I want to listen to good music , but I do not know what to listen to .",i want 2 listen 2 good music but i dont knw wat 2 listen 2!!!!!!!!!!,0.013217947626377298
1084,"I do not know good luck , but I wish you luck .",um...well babysit i dont know good luck looking fir a job!!,0.018850319022747353
1085,An evil fake person should be put in jail for false advertising .,an evil fake b...h who should be put in jail for false advertising,0.0
1086,"I have never heard of them , but the actual awards are hilarious .",never heard of em but the actual awards are so funny.,0.0
1087,Just play and have fun and you will be lucky and win .,"Just play and have fun, and maybe you'll be lucky and win.",0.0
1088,I have seen the movie as well .,I have seen the movie too!,0.040824829046386304
1089,Lord of the Rings .,Lord of the Rings: Return of the King...,0.0
1090,Say your pregnant and say not from you from someone else .,say ur pregnant and say not from u from some1 else,0.018850319022747353
1091,Chris and Kagome are all the very fabulous .,CHRIS AND KELLI ALL THE FREAKIN' WAY!,0.0
1092,"Yes , I heard they broke up as well .",yea i heard they broke up too,0.0
1093,He is very attractive and is his music .,Yeah he is fucking hot and so is his music.,0.0
1094,The first time I watched your face .,The First Time Ever I Saw Your Face.,0.02777619034011792
1095,"Who sings the song , I don 't like the looks of it ?",who sings the song I don't like the looks of it?,0.018850319022747353
1096,I personally do not believe in them .,I personally don't believe in them.,0.040824829046386304
1097,Your mother is so stupid that she called Dan Quest for a spell check .,Yo mama so stupid she called Dan Quayle for a spell check.,0.017033186037639283
1098,"I am not a little scary , so I can do all things that they do .",Im not a little scary beotch so i can do all the stuff that they do ya know.,0.01284618972676772
1099,What do you mean ?,what the hell do u mean???,0.040824829046386304
1100,He thought he liked her that is what he liked .,noo he siad that he liked her thats is what he rumor wass,0.0
1101,A genetic monster monster full of joy and humor .,a genetic supercool monster full of charm and humour and good looks...smokin !,0.01553712569276035
1102,What price speed a couple make love ?,at what maximum speed a couple make love?,0.02777619034011792
1103,"I was disappointed , and I was very impressed . You are cool .","i was reading an answer of yours & am impressed, youre cool.",0.017033186037639283
1104,He looks as creepy as hell .,also he looks as creepy as hell,0.0
1105,"She is just a waste , and making money over other people .",Shes jus a useless slob makin money over other ppl's troubles.,0.018850319022747353
1106,It depends on the type of gum your chewing .,it depends on the type of gum ur chewing,0.0
1107,"Yes , I know that was lame .","yeh, i know, that was lame",0.0
1108,I am the only person in the country that does not think Dave Reed is funny .,i'm the only person in the entire country that doesn't think dave chappelle is funny.,0.0
1109,The doctor said what on earth have you been up ?,The doc said  wot on earth have u been up to  ?,0.020255986027125642
1110,One of you would have to sing .,One of you would have to sing.,0.0
1111,Why don 't you share where you are from ?,Why don't you share where you're from?,0.0
1112,Oprah has better advice and has done it longer .,oprah of course cuz she gives better advice and has done it longer,0.0
1113,All the same thing I have ever watched them since I was a child .,But all the same iv'e liked them since i was a kid!,0.020255986027125642
1114,I like how likes it real .,I LIKE HOW MAYA KEEPS IT REAL.,0.033031643180138064
1115,You should sell the baby to the movies .,Sell the baby to the movies,0.0
1116,"I think it is a bit corny to name it , but maybe I might name it Jet .","I think its a bit cheezy to name it though, but maybe I maybe name it Jet",0.013679192123121896
1117,"Did you ever hear the last song on the camera called "" Having a fraud ? """,Did you ever hear the last song on the albulm Having a Roni??,0.01553712569276035
1118,Your mother is so unattractive that she scares taking a meat farm .,"mama so ugly, she scares buzzards off of a meat wagon.",0.018850319022747353
1119,I want to create an independent Alchemist videos .,i want to make fullmetal alchemist videos,0.033031643180138064
1120,"Beyonce , can not sing , dance , or Rihanna .","Beyonce can't sing, dance, or act and Rihanna(who?)",0.0
1121,Just a silly question .,just a dum funny question hahahaha,0.040824829046386304
1122,"Jerry , Jerry ... must have picked up some skills after seeing all those fight up .","jerry, jerry, jerry........he must have picked up some skills after seeing all those fights up close!",0.0
1123,People wonder why he is not married .,And people ?wonder why he's not married.,0.0
1124,I have no clue what it is .,theres this song i have no clue wut it is.,0.021105340631872645
1125,"In my opinion , most girls think that Scarlett Beckinsale looks good and then move on .",I reckon most girls actually think 'wow carmen electra looks good' and move on.,0.01428363257865929
1126,"Paris Hilton , but Jessica is right under her .","paris hilton, but jessica is right under her",0.0
1127,"I enjoy listening to classic music , rap , rap , pop , but hard rock .","i like oldies, old school rap, rap, pop, anything but hard rock.",0.017033186037639283
1128,"I am asking because some have it and some do not , but I think it is a little stupid .","I'm asking because only some have it and some don't, but I think its a little stupid.",0.013679192123121896
1129,"I think they make a cute couple , I 'm happy for them .",i think they make a cute couple... i am happy for them....,0.020255986027125642
1130,"Not at all , I really don 't think in Spanish , either rap about stupid stuff .","Not at all, I really dont think in Spanish either...they rap about stupid stuff",0.01428363257865929
1131,I am famous for beginners a hanger .,im famous for inventing a hanger,0.040824829046386304
1132,What is your question loser ?,and what is your question loser?,0.0
1133,I cannot think of the title .,Can't think of the title (Take That First Step?),0.0
1134,Mix in some languages known as well .,mix in some commonly known songs too.,0.0
1135,It sounds good to criticize about the rest of you .,SOUNDS GOOD TO ME.HOW ABOUT THE REST OF YOU???,0.0
1136,"I watched "" Saw II "" and "" Mean Girls "" and "" Daffy Tales "" .",saw II very gorey i like it and mean girls and shark tale(i have kids),0.013217947626377298
1137,All of you have to do is ideal .,"anything's possible, all you gotta do is dream.",0.0
1138,"Even if you dislike that kind of music , you love Green Day .",Even if you hate that kind of music you love Green Day.,0.0
1139,My favorite actress is Julia Roberts .,fav actress julia roberts fav actor jonny depp,0.0
1140,"If it comes to apply , George Clooney would win .","but if it comes to wits, then george clooney would win.",0.0
1141,"I am not a rock fan , but I dislike George Clooney .",I'm not a Rock fan... but I hate George Clooney.,0.025098621243978974
1142,I do not live here .,I dont really live here *ducks behind sofa*,0.02777619034011792
1143,I met a girl who is named Cherry Leppard .,"I met a girl, who's name was...Cherry Fudge.",0.03303164318013808
1144,The Red Hot Jerks are way out front .,red hot chillis are way out front.,0.0
1145,I think it is fun to read .,"Its really fun to read, i think!",0.033031643180138064
1146,"I love old style , Super Carter , Super Carter , and Basketball .","monopoly, i love old style nintendo, mario bros and softball lol.",0.0
1147,"Well , there is no drink !","well, uh there is no drink!!!!!",0.0
1148,He did not die he is older .,no he didnt die he is just old,0.0
1149,How does your friends not know that show ?,omg how does ur friends not know that show???!??!!!,0.0
1150,"I am Elvis , you may have heard of me .",hi Im Elvis you might of heard of me.,0.0
1151,"I did hear the "" joke .",Oh I did hear the Bjork-Chaney joke.,0.033031643180138064
1152,I do not care for Nicole Kidman .,i do not like nicole kidman all that much and i don't care if she came from here .,0.012109013026441871
1153,Your mother is so stupid that she makes Beavis and Goofy look like the other .,Yo mama so stupid she makes Beavis and Butt-Head look like Nobel Prize winners.,0.0
1154,Can anyone tell me what the title of Kill Bill 's song that involves Kill Bill .,can anybody tell me wut the title of kill bill's song that include  bang.. bang.. (blablabla),0.0
1155,I am Sam and Hollywood Bollywood .,I Am Sam and Hollywood Bollywood,0.040824829046386304
1156,"Your mother is so stupid that if the brains were Napoleon , she wouldn 't have enough to blow her nose .","Yo mama's so stupid, if brains were dynamite, she wouldn't have enough to blow her nose.",0.0
1157,Goo Goo Dolls and Relient K are awesome !,Goo Goo Dolls and Relient K are awesome!,0.02777619034011792
1158,I hope you find this one funny !,Hope you find this one funny!,0.0
1159,Limewire is great to get the latest music .,"limewire, i love it and it is great to get the latest music",0.01553712569276035
1160,"I would like to do a lot of money , gas , gas , and my ego .","taxes, gas, inflation and my ego!!",0.0
1161,You fell asleep .,There's the key: You FELL ASLEEP!,0.0
1162,All three are only one big movie .,Although all 3 are just one big movie.,0.0
1163,Any video store or any video sells movies .,humm....blockbuster or any video store that sells childrens movies.,0.0
1164,Fall Out Boy all the way !,Fall Out Boy all the way!,0.0
1165,I do not know who any of them are .,I don't know who any of them are,0.02777619034011792
1166,She wanted kids and got married . She did it and won 't end up .,She wanted kids and got married.. she did it and will not end up regretting it.,0.0
1167,One bottle of Captain 's work do the trick I am coming up .,one bottle of captain morgan..that'll do the trick...i am heading up north....meet ya at the library..???,0.0
1168,Be creative and come up with something to challenge us .,be creative and come up with something to challenge us,0.0
1169,It is very embarrassing .,IT'S CHICO TIME -   'CHICO'  Thats majorly embarrassing...,0.0
1170,"U2 , Bon Jovi , Coldplay , and Three Doors Down .","U2, Bon Jovi, Coldplay, and Three Doors Down",0.0
1171,What is wrong with this girl ?,What is wrong with this girl?,0.0
1172,"I dislike it , but I cannot take it anymore .","aCTUALY I HATE IT,CAN'T TAKE IT ANYMORE!",0.033031643180138064
1173,I like to read manga everyday .,example: shuichi likes to read manga everyday.,0.0
1174,Do not call it a Christian band !,don't call it a christian band!!!!,0.040824829046386304
1175,It is very easy to pick up .,It's very easy to pick up.,0.0
1176,Steve Martin is my choice by Steve Martin .,mine is the pleasure of my company by steve martin,0.0
1177,I thank God every day for the one I have .,"Gentleman, and I thank God everyday for the one that I have!",0.017033186037639283
1178,"MC Hammer , back when he had money and fame .","just kidding, mc hammer, back when he had money and fame",0.0
1179,Are you so stupid ? Did you see Donnie Darko ?,are you gay..people are so stupid..  did you see Donnie Darko?,0.0
1180,I love the guitar and the drums .,I love the guitar and the drums!!,0.033031643180138064
1181,"In addition , movie fits is good , she has picked some great roles .",Plus any movie Natalie Portman chooses is pretty good (she's picked some great roles so far).,0.0
1182,The worst I have had is broken items .,the worst i've had is broken items.,0.0
1183,I do not like them at all .,i actually dont like them at all,0.033031643180138064
1184,It is the best metal band ever !,it's the best metal band ever!!,0.0
1185,I own the Vanilla Ice CD .,I too own the Vanilla Ice cd>,0.033031643180138064
1186,You know they always think that the stupidest things are funny .,U KNOW THEY ALWAYS THINK THAT THE STUPIDEST THINGS ARE FUNNY.,0.0
1187,"If so , who are you and why are you famous ?","if so, who are you and why are you famous?",0.0
1188,I love her powers to freeze and blow things up .,I love her powers to freeze and blow things up!,0.021105340631872645
1189,"I actually made this one up , but I can not tell if people think it is funny or not .","I actually made this one up, but I can't tell if people think it's funny or not.",0.011502783619900045
1190,I think they both stink if I had to pick one it would be Italian job .,i think they both stink if i had to pick one it would be italian job.,0.012300686288463768
1191,Girls need to be a bit of everything .,LOL  Girls need to be a little of everything.,0.023980296761827107
1192,Watching the baby cow sucked on the mother cow .,watching the baby cow suck on the mommy cow,0.0
1193,You can get it on DVD if you want to see Shawn .,It ended... you can get it on dvd if you want to see shawn lol.,0.0
1194,"Not really , but that 's just my opinion .",not really but that is just my opinion,0.0
1195,"I used to like it , but it really scares me now .",i used to like it but it totally freaks me out now.,0.017033186037639283
1196,The movie was very good .,"That, to me made the movie a bit impressive.",0.023980296761827107
1197,Why are you wasting this question ?,"dude, why are you wasting this question then?",0.0
1198,"It 's my favorite television program , just second to the Simpsons .","It is my fav TV programme, just 2nd to the Simpsons...",0.0
1199,"Not long , if they were even successful together .","Not long, if they were even really together at all.",0.0
1200,It is called Under the Cork .,under the tuscan sun with diane lane,0.0
1201,I am in my own way and everyone likes me there .,Im in my own little world and everybody likes me there.,0.0
1202,Why do some men think it is funny when they fart ?,Why do some men think it's funny when they fart?,0.0
1203,I hope you got the answer that you was looking for .,I HOPE U GOT THE ANSWER THAT U WAS LOOKING 4.,0.018850319022747353
1204,"When you do not miss that person anymore , when you see that other person , your eyes don 't light up .","WHEN YOU DONT MISS THAT PERSON ANYMORE, WHEN YOU SEE THAT OTHER PERSON YOUR EYES DONT LIGHT UP.",0.0
1205,I do not have a clue .,I don't know..never tried the stuff??,0.040824829046386304
1206,"I do not know , but I hope they don 't get married because he doesn 't deserve her .","I dont know, but I hope they dont get married cause he dont deserve her.",0.013217947626377298
1207,Was I supposed to pick one ?,was I suppose to pick one?,0.040824829046386304
1208,Let us get together . Yes yes !,let's get together yeah yeah yeah !,0.033031643180138064
1209,I loved her in the 1980s .,I loved her in the 80's though!,0.033031643180138064
1210,Do they repeat it all the time ?,do they erase it all the time?,0.0
1211,My favorite English song is Kiss from a Rose by Seal .,my favorite english song is kiss from a rose by seal.,0.018850319022747353
1212,I like them both just want to see what you think .,i like them both just want to see what yall think,0.018850319022747353
1213,"Yes , I think I got it .",.....        Yeah I think I got it.,0.033031643180138064
1214,Anime is an animation version of a manga .,anime is an animation version of a manga.,0.02777619034011792
1215,"Mother is a Taurus while father is a Scorpio while father is a Scorpio , they are still happy together .",mom is a taurus while dad is a scorpio.. they're still  happy together...  so i'd say YES!!,0.011502783619900045
1216,"I can email it to you if that doesn 't work , try Limewire .","i can email it to you, if that doesnt work try limewire",0.017033186037639283
1217,If they do not like him fine .,If they don't like him fine.,0.0
